card_id,customer_id,card_type,expiry_year,card_status
9332,1988,Debit,2030,Expired
9333,1037,Credit,2031,Expired
9334,1138,Debit,2027,Expired
9335,1149,Debit,2031,Blocked
9336,1392,Credit,2031,Expired
9337,1075,Credit,2029,Expired
9338,1361,Credit,2028,Expired
9339,1490,Debit,2032,Active
9340,1265,Credit,2031,Blocked
9341,1330,Credit,2029,Active
9342,1817,Credit,2031,Active
9343,1517,Debit,2032,Expired
9344,1168,Credit,2027,Blocked
9345,1012,Debit,2031,Expired
9346,1815,Credit,2028,Blocked
9347,1458,Credit,2028,Blocked
9348,1341,Credit,2030,Active
9349,1842,Debit,2029,Blocked
9350,1161,Debit,2031,Expired
9351,1569,Debit,2030,Expired
9352,1360,Credit,2030,Blocked
9353,1525,Debit,2031,Active
9354,1776,Credit,2032,Expired
9355,1112,Credit,2028,Active
9356,1105,Credit,2029,Expired
9357,1850,Debit,2032,Blocked
9358,1927,Debit,2029,Active
9359,1308,Credit,2028,Blocked
9360,1182,Debit,2032,Expired
9361,1496,Credit,2027,Active
9362,1574,Debit,2032,Active
9363,1059,Debit,2029,Active
9364,1209,Debit,2029,Blocked
9365,1737,Debit,2029,Expired
9366,1667,Debit,2031,Active
9367,1562,Debit,2027,Active
9368,1006,Debit,2029,Blocked
9369,1691,Credit,2028,Expired
9370,1024,Debit,2030,Blocked
9371,1712,Debit,2031,Expired
9372,1941,Debit,2030,Expired
9373,1113,Debit,2028,Blocked
9374,1066,Credit,2028,Blocked
9375,1095,Credit,2030,Active
9376,1717,Credit,2029,Blocked
9377,1911,Credit,2027,Expired
9378,1697,Debit,2030,Expired
9379,1366,Debit,2027,Expired
9380,1196,Debit,2028,Blocked
9381,1287,Credit,2027,Active
9382,1953,Credit,2028,Blocked
9383,1356,Debit,2029,Active
9384,1753,Credit,2027,Active
9385,1404,Debit,2028,Active
9386,1623,Credit,2027,Expired
9387,1115,Debit,2029,Expired
9388,1257,Debit,2030,Blocked
9389,1964,Debit,2027,Expired
9390,1632,Debit,2030,Active
9391,1965,Debit,2031,Active
9392,1669,Debit,2027,Active
9393,1674,Debit,2030,Expired
9394,1763,Credit,2029,Blocked
9395,1956,Credit,2030,Expired
9396,1408,Credit,2031,Blocked
9397,1688,Credit,2030,Blocked
9398,1649,Debit,2028,Blocked
9399,1319,Credit,2027,Blocked
9400,1345,Credit,2032,Active
9401,1658,Credit,2031,Active
9402,1990,Credit,2030,Expired
9403,1056,Credit,2032,Active
9404,1764,Credit,2031,Active
9405,1812,Credit,2029,Expired
9406,1424,Debit,2032,Blocked
9407,1489,Debit,2031,Blocked
9408,1133,Debit,2027,Active
9409,1476,Debit,2031,Active
9410,1032,Credit,2028,Expired
9411,1962,Debit,2030,Blocked
9412,1185,Debit,2028,Blocked
9413,1784,Debit,2028,Active
9414,1545,Credit,2031,Expired
9415,1372,Debit,2030,Blocked
9416,1103,Debit,2030,Active
9417,1567,Debit,2029,Blocked
9418,1393,Debit,2029,Blocked
9419,1656,Debit,2030,Active
9420,1625,Credit,2028,Active
9421,1903,Credit,2029,Blocked
9422,1992,Credit,2028,Active
9423,1223,Debit,2029,Expired
9424,1179,Credit,2028,Blocked
9425,1616,Debit,2029,Active
9426,1886,Debit,2027,Blocked
9427,1005,Credit,2031,Active
9428,1213,Debit,2032,Active
9429,1090,Debit,2032,Blocked
9430,1525,Debit,2032,Expired
9431,1209,Credit,2028,Expired
9432,1631,Credit,2029,Active
9433,1518,Debit,2030,Active
9434,1786,Debit,2030,Blocked
9435,1756,Credit,2030,Blocked
9436,1017,Credit,2029,Blocked
9437,1442,Credit,2027,Expired
9438,1257,Debit,2027,Active
9439,1253,Credit,2032,Active
9440,1038,Debit,2032,Expired
9441,1483,Credit,2032,Active
9442,1966,Credit,2028,Expired
9443,1848,Credit,2031,Active
9444,1749,Credit,2030,Active
9445,1375,Debit,2028,Active
9446,1404,Credit,2031,Expired
9447,1600,Debit,2029,Active
9448,1147,Debit,2032,Expired
9449,1269,Credit,2032,Blocked
9450,1020,Credit,2031,Expired
9451,1879,Credit,2030,Blocked
9452,1275,Credit,2028,Expired
9453,1087,Credit,2029,Expired
9454,1374,Credit,2027,Expired
9455,1752,Debit,2031,Active
9456,1239,Debit,2031,Active
9457,1354,Credit,2030,Expired
9458,1903,Debit,2029,Blocked
9459,1025,Debit,2027,Expired
9460,1555,Debit,2030,Blocked
9461,1124,Credit,2031,Blocked
9462,1397,Credit,2030,Expired
9463,1637,Credit,2029,Blocked
9464,1822,Debit,2031,Expired
9465,1587,Debit,2031,Blocked
9466,1552,Debit,2031,Expired
9467,1562,Debit,2032,Blocked
9468,1255,Debit,2029,Active
9469,1511,Credit,2030,Expired
9470,1138,Credit,2028,Active
9471,1674,Debit,2028,Active
9472,1922,Debit,2031,Active
9473,1464,Credit,2030,Expired
9474,1323,Debit,2031,Blocked
9475,1828,Credit,2029,Blocked
9476,1553,Credit,2029,Expired
9477,1389,Credit,2027,Expired
9478,1757,Credit,2032,Active
9479,1435,Debit,2028,Active
9480,1016,Debit,2029,Active
9481,1932,Credit,2030,Expired
9482,1992,Credit,2027,Blocked
9483,1618,Debit,2027,Active
9484,1889,Credit,2029,Active
9485,1443,Credit,2029,Expired
9486,1887,Debit,2029,Expired
9487,1252,Debit,2029,Expired
9488,1252,Debit,2028,Blocked
9489,1719,Debit,2028,Active
9490,1031,Credit,2030,Blocked
9491,1654,Debit,2027,Expired
9492,1326,Credit,2028,Active
9493,1542,Debit,2032,Active
9494,1550,Credit,2029,Expired
9495,1874,Credit,2027,Active
9496,1622,Debit,2028,Active
9497,1185,Credit,2030,Active
9498,1603,Credit,2028,Expired
9499,1133,Debit,2032,Blocked
9500,1789,Credit,2029,Expired
9501,1357,Debit,2027,Active
9502,1963,Credit,2032,Active
9503,1602,Credit,2027,Blocked
9504,1634,Credit,2032,Active
9505,1178,Credit,2030,Blocked
9506,1466,Debit,2028,Expired
9507,1470,Debit,2031,Expired
9508,1474,Debit,2032,Active
9509,1422,Debit,2028,Expired
9510,1107,Credit,2030,Expired
9511,1615,Debit,2031,Active
9512,1117,Credit,2032,Blocked
9513,1677,Credit,2030,Blocked
9514,1835,Credit,2028,Active
9515,1005,Debit,2031,Active
9516,1557,Debit,2032,Blocked
9517,1037,Debit,2031,Active
9518,1698,Credit,2030,Expired
9519,1771,Credit,2031,Active
9520,1800,Credit,2030,Blocked
9521,1653,Credit,2030,Expired
9522,1385,Debit,2029,Active
9523,1013,Credit,2028,Expired
9524,1071,Credit,2031,Active
9525,1799,Debit,2028,Expired
9526,1764,Credit,2031,Blocked
9527,1442,Debit,2031,Active
9528,1018,Debit,2027,Blocked
9529,1971,Debit,2031,Expired
9530,1081,Credit,2028,Active
9531,1224,Credit,2032,Active
9532,1286,Credit,2029,Active
9533,1760,Debit,2029,Blocked
9534,1049,Credit,2029,Blocked
9535,1828,Debit,2030,Blocked
9536,1396,Debit,2031,Expired
9537,1057,Credit,2030,Blocked
9538,1897,Debit,2032,Active
9539,1777,Debit,2031,Expired
9540,1544,Credit,2031,Blocked
9541,1919,Debit,2030,Expired
9542,1501,Debit,2030,Blocked
9543,1697,Credit,2028,Expired
9544,1442,Credit,2032,Blocked
9545,1046,Credit,2029,Blocked
9546,1145,Debit,2027,Expired
9547,1881,Credit,2028,Expired
9548,1513,Debit,2032,Active
9549,1850,Credit,2027,Active
9550,1197,Debit,2028,Expired
9551,1574,Debit,2032,Expired
9552,1930,Debit,2032,Expired
9553,1722,Credit,2028,Expired
9554,1110,Debit,2032,Active
9555,1110,Debit,2029,Active
9556,1919,Credit,2028,Expired
9557,1009,Debit,2032,Expired
9558,1128,Credit,2030,Expired
9559,1828,Credit,2029,Active
9560,1647,Debit,2029,Blocked
9561,1780,Debit,2031,Active
9562,1604,Debit,2029,Active
9563,1394,Debit,2031,Active
9564,1673,Credit,2031,Expired
9565,1047,Credit,2032,Active
9566,1109,Credit,2031,Active
9567,1157,Debit,2028,Blocked
9568,1969,Debit,2029,Blocked
9569,1287,Debit,2028,Blocked
9570,1277,Credit,2031,Expired
9571,1685,Debit,2031,Active
9572,1335,Credit,2027,Blocked
9573,1295,Credit,2028,Active
9574,1837,Credit,2029,Expired
9575,1180,Credit,2028,Active
9576,1662,Credit,2028,Active
9577,1414,Credit,2032,Expired
9578,1734,Debit,2029,Blocked
9579,1804,Debit,2028,Active
9580,1195,Debit,2028,Blocked
9581,1685,Credit,2027,Expired
9582,1284,Debit,2030,Expired
9583,1961,Debit,2028,Blocked
9584,1264,Credit,2027,Blocked
9585,1943,Credit,2030,Blocked
9586,1901,Debit,2030,Active
9587,1279,Debit,2028,Blocked
9588,1206,Debit,2028,Expired
9589,1328,Credit,2031,Active
9590,1696,Credit,2031,Active
9591,1112,Credit,2030,Blocked
9592,1058,Credit,2031,Blocked
9593,1806,Credit,2029,Active
9594,1644,Credit,2031,Expired
9595,1996,Credit,2027,Blocked
9596,1115,Debit,2029,Active
9597,1894,Credit,2027,Blocked
9598,1715,Credit,2030,Expired
9599,1913,Credit,2032,Expired
9600,1326,Debit,2028,Blocked
9601,1942,Debit,2031,Expired
9602,1398,Credit,2030,Active
9603,1343,Debit,2030,Active
9604,1404,Debit,2032,Expired
9605,1118,Debit,2029,Expired
9606,1192,Debit,2027,Blocked
9607,1966,Debit,2032,Active
9608,1875,Debit,2032,Active
9609,1736,Debit,2031,Expired
9610,1269,Debit,2029,Active
9611,1705,Debit,2029,Expired
9612,1765,Debit,2030,Active
9613,2000,Debit,2027,Active
9614,1579,Credit,2030,Expired
9615,1808,Credit,2027,Active
9616,1711,Credit,2027,Active
9617,1533,Debit,2029,Active
9618,1934,Debit,2027,Expired
9619,1580,Debit,2031,Active
9620,1211,Credit,2028,Blocked
9621,1752,Debit,2030,Active
9622,1289,Debit,2028,Active
9623,1310,Credit,2028,Expired
9624,1213,Debit,2030,Blocked
9625,1669,Debit,2029,Expired
9626,1524,Debit,2030,Blocked
9627,1390,Debit,2032,Blocked
9628,1091,Credit,2030,Blocked
9629,1704,Debit,2029,Active
9630,1307,Debit,2027,Active
9631,1080,Debit,2027,Expired
9632,1545,Debit,2031,Blocked
9633,1296,Debit,2027,Blocked
9634,1004,Credit,2027,Active
9635,1323,Credit,2029,Blocked
9636,1655,Debit,2028,Expired
9637,1522,Credit,2032,Expired
9638,1434,Credit,2030,Expired
9639,1276,Credit,2027,Active
9640,1134,Credit,2032,Active
9641,1700,Credit,2032,Expired
9642,1930,Credit,2030,Active
9643,1397,Debit,2032,Active
9644,1626,Credit,2028,Blocked
9645,1590,Credit,2031,Expired
9646,1883,Debit,2027,Expired
9647,1817,Credit,2028,Active
9648,1313,Debit,2029,Active
9649,1058,Debit,2027,Active
9650,1375,Credit,2029,Active
9651,1035,Debit,2030,Blocked
9652,1293,Credit,2029,Active
9653,1410,Credit,2032,Expired
9654,1248,Debit,2029,Expired
9655,1459,Debit,2029,Active
9656,1939,Debit,2031,Active
9657,1575,Credit,2028,Blocked
9658,1846,Debit,2029,Blocked
9659,1459,Credit,2027,Active
9660,1272,Debit,2030,Expired
9661,1427,Credit,2032,Blocked
9662,1870,Credit,2029,Blocked
9663,1673,Debit,2032,Expired
9664,1384,Credit,2032,Expired
9665,1602,Debit,2028,Blocked
9666,1870,Debit,2030,Blocked
9667,1264,Debit,2031,Active
9668,1873,Credit,2032,Active
9669,1512,Credit,2031,Blocked
9670,1840,Debit,2032,Active
9671,1164,Debit,2027,Expired
9672,1660,Debit,2032,Expired
9673,1071,Credit,2031,Blocked
9674,1728,Credit,2031,Expired
9675,1601,Credit,2031,Blocked
9676,1034,Debit,2030,Active
9677,1401,Credit,2029,Blocked
9678,1935,Debit,2031,Blocked
9679,1268,Credit,2028,Blocked
9680,1305,Credit,2028,Blocked
9681,1514,Debit,2027,Blocked
9682,1575,Debit,2030,Expired
9683,1683,Debit,2029,Blocked
9684,1543,Debit,2027,Active
9685,1763,Credit,2031,Active
9686,1670,Debit,2030,Blocked
9687,1395,Debit,2027,Active
9688,1285,Credit,2032,Blocked
9689,1545,Debit,2031,Blocked
9690,1116,Credit,2028,Active
9691,1659,Debit,2032,Blocked
9692,1471,Debit,2031,Expired
9693,1379,Debit,2030,Blocked
9694,1368,Credit,2028,Active
9695,1751,Credit,2031,Blocked
9696,1397,Debit,2029,Expired
9697,1998,Credit,2032,Active
9698,1188,Credit,2032,Active
9699,1316,Debit,2030,Active
9700,1519,Credit,2030,Expired
9701,1248,Debit,2029,Blocked
9702,1406,Debit,2029,Active
9703,1491,Debit,2028,Expired
9704,1512,Credit,2027,Expired
9705,1763,Debit,2030,Active
9706,1309,Debit,2028,Blocked
9707,1699,Credit,2028,Active
9708,1627,Credit,2032,Active
9709,1707,Debit,2028,Expired
9710,1614,Credit,2030,Expired
9711,1558,Credit,2032,Blocked
9712,1072,Debit,2029,Expired
9713,1285,Credit,2031,Blocked
9714,1450,Credit,2028,Expired
9715,1375,Credit,2028,Blocked
9716,1703,Credit,2029,Expired
9717,1341,Debit,2031,Expired
9718,1362,Credit,2028,Blocked
9719,1587,Credit,2031,Expired
9720,1174,Credit,2031,Expired
9721,1979,Debit,2032,Expired
9722,1099,Debit,2031,Expired
9723,1173,Debit,2027,Active
9724,1177,Debit,2030,Expired
9725,1903,Credit,2028,Expired
9726,1543,Credit,2029,Expired
9727,1637,Credit,2029,Blocked
9728,1108,Debit,2032,Active
9729,1365,Credit,2028,Active
9730,1905,Credit,2028,Blocked
9731,1649,Credit,2029,Blocked
9732,1400,Debit,2027,Active
9733,1031,Credit,2027,Blocked
9734,1043,Credit,2027,Expired
9735,1660,Debit,2031,Expired
9736,1343,Credit,2028,Blocked
9737,1450,Debit,2029,Active
9738,1692,Credit,2030,Active
9739,1278,Credit,2031,Expired
9740,1295,Credit,2032,Expired
9741,1046,Credit,2030,Expired
9742,1376,Credit,2031,Active
9743,1414,Credit,2032,Active
9744,1746,Credit,2028,Active
9745,1642,Credit,2032,Active
9746,1496,Debit,2029,Blocked
9747,1572,Credit,2029,Blocked
9748,1681,Credit,2031,Blocked
9749,1852,Credit,2029,Active
9750,1223,Debit,2027,Active
9751,1057,Debit,2028,Blocked
9752,1567,Debit,2029,Active
9753,1154,Debit,2032,Expired
9754,1429,Debit,2027,Active
9755,1260,Credit,2032,Active
9756,1096,Credit,2027,Active
9757,1745,Credit,2031,Blocked
9758,1067,Credit,2028,Active
9759,1227,Credit,2030,Active
9760,1516,Debit,2029,Active
9761,1427,Debit,2028,Expired
9762,1774,Credit,2027,Active
9763,1676,Debit,2028,Expired
9764,1431,Debit,2027,Active
9765,1501,Debit,2028,Expired
9766,1233,Debit,2031,Active
9767,1714,Debit,2030,Blocked
9768,1382,Credit,2029,Active
9769,1243,Debit,2030,Blocked
9770,1915,Credit,2032,Active
9771,1654,Debit,2032,Expired
9772,1872,Credit,2027,Blocked
9773,1339,Credit,2031,Expired
9774,1224,Credit,2031,Expired
9775,1664,Debit,2032,Expired
9776,1406,Debit,2027,Expired
9777,1062,Credit,2032,Blocked
9778,1639,Credit,2029,Blocked
9779,1790,Credit,2031,Expired
9780,1835,Credit,2032,Active
9781,1511,Debit,2029,Blocked
9782,1746,Credit,2029,Blocked
9783,1048,Debit,2031,Active
9784,1466,Credit,2029,Expired
9785,1941,Debit,2032,Expired
9786,1009,Debit,2032,Expired
9787,1252,Credit,2029,Blocked
9788,2000,Debit,2028,Expired
9789,1151,Debit,2030,Active
9790,1878,Credit,2027,Active
9791,1370,Credit,2028,Blocked
9792,1666,Debit,2027,Expired
9793,1046,Debit,2028,Expired
9794,1309,Credit,2028,Blocked
9795,1551,Debit,2030,Expired
9796,1100,Credit,2029,Active
9797,1839,Credit,2029,Active
9798,1665,Debit,2030,Blocked
9799,1279,Credit,2032,Expired
9800,1990,Credit,2032,Blocked
9801,1538,Debit,2032,Active
9802,1216,Credit,2031,Blocked
9803,1787,Credit,2027,Active
9804,1728,Debit,2031,Active
9805,1560,Debit,2027,Active
9806,1735,Debit,2031,Active
9807,1973,Debit,2029,Blocked
9808,1799,Credit,2029,Blocked
9809,1478,Credit,2031,Blocked
9810,1041,Debit,2029,Active
9811,1734,Debit,2031,Expired
9812,1803,Credit,2029,Blocked
9813,1636,Debit,2030,Active
9814,1592,Debit,2031,Blocked
9815,1390,Debit,2027,Blocked
9816,1536,Credit,2029,Blocked
9817,1491,Credit,2031,Blocked
9818,1403,Debit,2029,Blocked
9819,1656,Debit,2032,Active
9820,1646,Debit,2027,Expired
9821,1841,Credit,2027,Blocked
9822,1554,Debit,2028,Active
9823,1888,Credit,2029,Expired
